OTU,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU440,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU441,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU442,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU443,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Harryflintia
OTU444,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Negativibacillus
OTU445,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU446,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU447,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU448,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,?,?,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales
OTU450,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010
OTU451,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Metamycoplasma sualvi,k_Bacteria|p_Firmicutes|c_Bacilli|o_Mycoplasmatales|f_Mycoplasmataceae|g_Mycoplasma|s_Metamycoplasma sualvi
OTU452,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_Colidextribacter
OTU453,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,?,k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Akkermansiaceae|g_Akkermansia
OTU454,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU455,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,uncultured Ruminococcaceae bacterium,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010|g_uncultured Ruminococcaceae bacterium
OTU456,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Candidatus Gastranaerophilales bacterium Zag_111,?,?,k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Gastranaerophilales|f_Candidatus Gastranaerophilales bacterium Zag_111
OTU457,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU458,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Blautia
OTU459,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae NK3B31 group
OTU460,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU461,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae
OTU462,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU463,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,?,gut metagenome,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|s_gut metagenome
OTU464,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae
OTU465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU466,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU467,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter
OTU468,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU469,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,?,?,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales
OTU471,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU472,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Anaerosporobacter
OTU473,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_uncultured rumen bacterium
OTU474,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Prevotella histicola,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_7|s_Prevotella histicola
OTU475,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,metagenome,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group|s_metagenome
OTU476,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_Colidextribacter
OTU477,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU478,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium choerinum,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium choerinum
OTU479,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU480,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,?,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae
OTU481,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU482,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU483,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae
OTU484,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae|g_Peptococcus
OTU485,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides
OTU486,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema succinifaciens,k_Bacteria|p_Spirochaetota|c_Spirochaetia|o_Spirochaetales|f_Spirochaetaceae|g_Treponema|s_Treponema succinifaciens
OTU487,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium longum
OTU488,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU489,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas
OTU490,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella
OTU491,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia mucilaginosa
OTU492,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU493,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU494,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU495,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium
OTU496,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus,Candidatus Arthromitus,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Candidatus Arthromitus|s_Candidatus Arthromitus
OTU497,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Butyricicoccaceae|g_UCG-009
OTU498,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU499,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU500,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_UCG-005
OTU501,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Rodentibacter,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Rodentibacter
OTU502,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Neisseriaceae|g_Neisseria
OTU504,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium
OTU505,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Rodentibacter,Pasteurellaceae bacterium,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Rodentibacter|s_Pasteurellaceae bacterium
OTU506,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,metagenome,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010|g_metagenome
OTU507,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Brucella|s_Brucella melitensis
OTU508,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Listeriaceae|g_Listeria|s_Listeria monocytogenes
OTU509,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_UCG-005
OTU510,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_uncultured rumen bacterium
OTU511,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Harryflintia
OTU512,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium] siraeum group,gut metagenome,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_[Eubacterium] siraeum group|s_gut metagenome
OTU513,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU514,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Hungateiclostridiaceae|g_Ruminiclostridium
OTU515,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU516,Bacteria,Firmicutes,Bacilli,RF39,uncultured Paenibacillaceae bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured Paenibacillaceae bacterium
OTU517,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010
OTU518,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Acetatifactor
OTU519,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-003,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-003
OTU520,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenella
OTU521,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae
OTU522,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,?,?,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales
OTU523,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU524,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella
OTU525,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-004,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae UCG-004
OTU526,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Acholeplasmatales|f_Acholeplasmataceae|g_Anaeroplasma
OTU527,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU528,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU529,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_Colidextribacter
OTU530,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU531,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Delftia
OTU532,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia
OTU533,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae
OTU534,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides
OTU535,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia dentocariosa
OTU536,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-008,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae UCG-008
OTU537,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU538,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,?,?,?,k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Gastranaerophilales
OTU539,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU540,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU541,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU542,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU543,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU544,Bacteria,Firmicutes,Bacilli,RF39,uncultured Firmicutes bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured Firmicutes bacterium
OTU545,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,?,gut metagenome,k_Archaea|p_Thermoplasmatota|c_Thermoplasmata|o_Methanomassiliicoccales|f_Methanomethylophilaceae|s_gut metagenome
OTU546,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_UBA1819
OTU547,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU548,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010
OTU549,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae
OTU550,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Alloprevotella
OTU551,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae
OTU552,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Candidatus Soleaferrea
OTU553,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU554,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,?,?,?,k_Bacteria|p_Elusimicrobiota|c_Elusimicrobia|o_Elusimicrobiales
OTU555,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NC2004 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NC2004 group
OTU556,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU557,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes indistinctus
OTU558,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU559,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas sp. Marseille-P2440,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_Butyricimonas sp. Marseille-P2440
OTU560,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU561,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU562,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_7
OTU563,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU564,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Odoribacter
OTU565,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,?,?,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales
OTU566,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,metagenome,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Solobacterium|s_metagenome
OTU567,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU568,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae
OTU569,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU570,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Holdemanella
OTU571,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Stenotrophomonas
