pathway	description	#SampleID	Abundance	Group	relative_abundance
PWY-6703	preQ0 biosynthesis	AB2	49672.76490852664	CN	0.005544962981020165
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	AB2	1524.8078665416542	CN	0.0001702140637573097
PWY-6713	L-rhamnose degradation II	AB2	0.0	CN	0.0
PWY-6728	methylaspartate cycle	AB2	265.5877964641161	CN	2.9647524197942285e-05
PWY-6731	starch degradation III	AB2	0.0	CN	0.0
PWY-6737	starch degradation V	AB2	77151.3199679459	CN	0.008612389786372998
PWY-6749	CMP-legionaminate biosynthesis I	AB2	147.0709432056414	CN	1.6417506397333936e-05
PWY-6876	isopropanol biosynthesis	AB2	0.0	CN	0.0
PWY-6891	thiazole biosynthesis II (Bacillus)	AB2	2347.0393482290974	CN	0.0002619996355124187
PWY-6892	thiazole biosynthesis I (E. coli)	AB2	34011.59346036708	CN	0.0037967088606913816
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	AB2	10119.178646050445	CN	0.0011296023302509533
PWY-6897	thiamin salvage II	AB2	62557.63157581341	CN	0.006983298632700824
PWY-6901	superpathway of glucose and xylose degradation	AB2	33810.34071103115	CN	0.0037742430477463746
PWY-6906	chitin derivatives degradation	AB2	15.331781814310768	CN	1.7114844069982135e-06
PWY-6944	androstenedione degradation	AB2	0.0	CN	0.0
PWY-6948	sitosterol degradation to androstenedione	AB2	0.0	CN	0.0
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	AB2	54580.86347166542	CN	0.0060928532563032135
PWY-6992	1,5-anhydrofructose degradation	AB2	0.0	CN	0.0
PWY-7003	glycerol degradation to butanol	AB2	2858.4797651468525	CN	0.0003190916492956029
PWY-7007	methyl ketone biosynthesis	AB2	0.0	CN	0.0
PWY-7013	L-1,2-propanediol degradation	AB2	588.2867522159015	CN	6.567035817854805e-05
PWY-7031	protein N-glycosylation (bacterial)	AB2	43.75176543280804	CN	4.884002735220285e-06
PWY-7046	4-coumarate degradation (anaerobic)	AB2	0.0	CN	0.0
PWY-7084	nitrifier denitrification	AB2	0.0	CN	0.0
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	AB2	307.73378809298646	CN	3.435227465447176e-05
PWY-7094	fatty acid salvage	AB2	723.9576474370796	CN	8.081527900163197e-05
PWY-7097	vanillin and vanillate degradation I	AB2	0.0	CN	0.0
PWY-7098	vanillin and vanillate degradation II	AB2	0.0	CN	0.0
PWY-7111	pyruvate fermentation to isobutanol (engineered)	AB2	55412.50159009654	CN	0.006185688889447408
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	AB2	0.0	CN	0.0
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	AB2	37612.72476546907	CN	0.00419870258528785
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	AB2	41198.33716844452	CN	0.004598963937266119
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	AB2	57578.403488052085	CN	0.006427468179704377
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	AB2	36946.48374372561	CN	0.0041243302041891194
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	AB2	8399.93979876251	CN	0.0009376839665098007
PWY-7199	pyrimidine deoxyribonucleosides salvage	AB2	55237.04105613178	CN	0.006166102257471993
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	AB2	39791.56189074284	CN	0.00444192583294809
PWY-7208	superpathway of pyrimidine nucleobases salvage	AB2	88081.58614634935	CN	0.009832533691057075
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	AB2	10709.670328758844	CN	0.0011955188244756655
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	AB2	27520.59667851132	CN	0.003072119904719395
PWY-7219	adenosine ribonucleotides de novo biosynthesis	AB2	83519.6361737226	CN	0.009323283928816858
PWY-722	nicotinate degradation I	AB2	10.489073881373567	CN	1.1708936775415564e-06
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	AB2	84079.69963180569	CN	0.009385803725083724
PWY-7221	guanosine ribonucleotides de novo biosynthesis	AB2	74138.33305230954	CN	0.00827605052802352
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	AB2	84079.69963180569	CN	0.009385803725083724
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	AB2	52259.31340710693	CN	0.005833698985542013
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	AB2	84186.66218940828	CN	0.009397743938666634
PWY-7234	inosine-5'-phosphate biosynthesis III	AB2	30584.94656737418	CN	0.003414192803740184
PWY-7237	myo-, chiro- and scillo-inositol degradation	AB2	403.03	CN	4.499017589127482e-05
PWY-7242	D-fructuronate degradation	AB2	34709.41215506384	CN	0.003874606252485111
PWY-7254	TCA cycle VII (acetate-producers)	AB2	936.8518405801182	CN	0.00010458062449883153
PWY-7255	ergothioneine biosynthesis I (bacteria)	AB2	0.0	CN	0.0
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	AB2	2.666641823505425	CN	2.976768098616453e-07
PWY-7295	L-arabinose degradation IV	AB2	0.0	CN	0.0
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	AB2	5854.327678464155	CN	0.0006535176834956725
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	AB2	59754.95505397484	CN	0.006670436290731581
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	AB2	8674.294198641943	CN	0.0009683101052764453
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	AB2	1120.9170054185877	CN	0.0001251277900734519
PWY-7347	sucrose biosynthesis III	AB2	0.0	CN	0.0
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	AB2	1082.7434753801642	CN	0.00012086648488321906
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	AB2	649.8956598814106	CN	7.254775090946277e-05
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	AB2	840.8732421658042	CN	9.386654856290117e-05
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	AB2	48.74123987438583	CN	5.440976987091374e-06
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	AB2	692.2797587661993	CN	7.72790812417453e-05
PWY-7385	1,3-propanediol biosynthesis (engineered)	AB2	0.0	CN	0.0
PWY-7391	isoprene biosynthesis II (engineered)	AB2	7.995832493206677	CN	8.925735311677515e-07
PWY-7392	taxadiene biosynthesis (engineered)	AB2	37742.87901555597	CN	0.004213231683877053
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	AB2	36960.93972951308	CN	0.004125943923622561
PWY-7401	crotonate fermentation (to acetate and cyclohexane carboxylate)	AB2	0.0	CN	0.0
PWY-7431	aromatic biogenic amine degradation (bacteria)	AB2	115.1123380830809	CN	1.2849972303832725e-05
PWY-7446	sulfoglycolysis	AB2	0.0	CN	0.0
PWY-7456	mannan degradation	AB2	14239.037210887713	CN	0.0015895014977551185
PWY-7527	L-methionine salvage cycle III	AB2	0.0	CN	0.0
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	AB2	0.0	CN	0.0
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	AB2	62047.50407247605	CN	0.006926353179255361
PWY-7560	methylerythritol phosphate pathway II	AB2	67080.24854314809	CN	0.007488157657709511
PWY-7616	methanol oxidation to carbon dioxide	AB2	0.0	CN	0.0
PWY-7644	heparin degradation	AB2	0.0	CN	0.0
PWY-7663	gondoate biosynthesis (anaerobic)	AB2	89074.67038902146	CN	0.009943391529810199
PWY-7664	oleate biosynthesis IV (anaerobic)	AB2	52298.43566804855	CN	0.0058380661974146465
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	AB2	61970.82995747034	CN	0.006917794059784318
PWY-922	mevalonate pathway I	AB2	11243.982374830175	CN	0.0012551639946455687
PWY0-1061	superpathway of L-alanine biosynthesis	AB2	8865.102746892815	CN	0.000989610033687148
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	AB2	2640.593793866184	CN	0.00029476907238530213
PWY0-1261	anhydromuropeptides recycling	AB2	32793.871264142625	CN	0.003660774722302557
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	AB2	0.0	CN	0.0
PWY0-1296	purine ribonucleosides degradation	AB2	25534.889262147164	CN	0.002850455696271309
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	AB2	25701.39253151236	CN	0.0028690424301998315
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	AB2	26140.7293018248	CN	0.0029180855251849723
PWY0-1319	CDP-diacylglycerol biosynthesis II	AB2	72618.04902888298	CN	0.008106341460165903
PWY0-1338	polymyxin resistance	AB2	45.51657218480258	CN	5.08100783703986e-06
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	AB2	6317.35114653739	CN	0.0007052049208487305
PWY0-1479	tRNA processing	AB2	7536.869519483657	CN	0.0008413395661642004
PWY0-1533	methylphosphonate degradation I	AB2	1071.3551377135575	CN	0.00011959520652992063
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	AB2	32128.31153664381	CN	0.003586478393973846
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	AB2	62147.98495540359	CN	0.006937569844507627
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	AB2	41410.91762709113	CN	0.00462269426063053
PWY0-321	phenylacetate degradation I (aerobic)	AB2	0.0	CN	0.0
PWY0-41	allantoin degradation IV (anaerobic)	AB2	20.76305259175165	CN	2.3177763147723402e-06
PWY0-42	2-methylcitrate cycle I	AB2	74.87647082076082	CN	8.358448731717083e-06
PWY0-781	aspartate superpathway	AB2	12035.644960495714	CN	0.001343537165316819
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	AB2	17719.468548626322	CN	0.0019780215038647506
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	AB2	48361.95605748884	CN	0.005398637593907468
PWY1G-0	mycothiol biosynthesis	AB2	0.0	CN	0.0
PWY490-3	nitrate reduction VI (assimilatory)	AB2	3770.087273602013	CN	0.0004208542529459626
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	AB2	53580.38811850089	CN	0.005981170349041328
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	AB2	53580.38811850088	CN	0.005981170349041327
PWYG-321	mycolate biosynthesis	AB2	51099.18796426927	CN	0.005704194363729221
PYRIDNUCSAL-PWY	NAD salvage pathway I	AB2	55704.19188344673	CN	0.006218250231291943
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	AB2	58455.50999129904	CN	0.0065253794415371475
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	AB2	15007.817447922536	CN	0.0016753203154260927
REDCITCYC	TCA cycle VIII (helicobacter)	AB2	10707.692040664338	CN	0.0011952979884849565
RHAMCAT-PWY	L-rhamnose degradation I	AB2	15974.517007439144	CN	0.0017832328361234852
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	AB2	62735.75239303832	CN	0.007003182231680667
RUMP-PWY	formaldehyde oxidation I	AB2	3332.918544975016	CN	0.00037205317611522154
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	AB2	14497.697321200116	CN	0.0016183756854310026
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	AB2	68366.48549397623	CN	0.0076317400874433144
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	AB2	18498.12800344759	CN	0.0020649431370727326
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	AB2	0.0	CN	0.0
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	AB2	30880.48888257249	CN	0.003447184146181408
TCA	TCA cycle I (prokaryotic)	AB2	43040.6076815526	CN	0.0048046163066283055
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	AB2	538.0593600999651	CN	6.006348224907379e-05
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	AB2	9678.318057974646	CN	0.0010803891317271188
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	AB2	51311.36986405343	CN	0.0057278801960301265
THREOCAT-PWY	superpathway of L-threonine metabolism	AB2	8.602411485114654	CN	9.60285849203362e-07
THRESYN-PWY	superpathway of L-threonine biosynthesis	AB2	71673.66347429315	CN	0.00800091984834997
TRNA-CHARGING-PWY	tRNA charging	AB2	73299.17429130545	CN	0.008182375366724665
TRPSYN-PWY	L-tryptophan biosynthesis	AB2	48715.79357390964	CN	0.005438136420547429
TYRFUMCAT-PWY	L-tyrosine degradation I	AB2	2104.751745422592	CN	0.00023495310828978018
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	AB2	1487.4427353293408	CN	0.00016604300000165246
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	AB2	33142.873665134655	CN	0.0036997338057631153
VALDEG-PWY	L-valine degradation I	AB2	2.994845848117751	CN	3.3431417381850417e-07
VALSYN-PWY	L-valine biosynthesis	AB2	61834.08285747248	CN	0.006902529002390264
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	AB3	58180.722757118405	CN	0.007380348571091298
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	AB3	2.653904630982465	CN	3.366534536336192e-07
AEROBACTINSYN-PWY	aerobactin biosynthesis	AB3	0.0	CN	0.0
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	AB3	67.95174405421999	CN	8.619823428927147e-06
ANAEROFRUCAT-PWY	homolactic fermentation	AB3	43767.24610873141	CN	0.005551968366354744
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	AB3	71330.52543342148	CN	0.009048429041616422
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	AB3	8914.374790186966	CN	0.0011308074243006738
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	AB3	1.3081051861108266	CN	1.6593592832204813e-07
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	AB3	1241.0143507774872	CN	0.00015742531299757365
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	AB3	31351.224267716618	CN	0.003976969557290271
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	AB3	28598.07004178544	CN	0.0036277260811964796
ARO-PWY	chorismate biosynthesis I	AB3	52637.18261259329	CN	0.006677138699408714
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	AB3	66386.85719806683	CN	0.008421314198972343
AST-PWY	L-arginine degradation II (AST pathway)	AB3	601.1137330089448	CN	7.625255703673988e-05
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	AB3	14321.603615043648	CN	0.0018167259148235857
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	AB3	56712.63284923442	CN	0.007194118240142728
CALVIN-PWY	Calvin-Benson-Bassham cycle	AB3	79887.42923230145	CN	0.010133890509475255
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	AB3	1.6800000000000004	CN	2.1311157737235858e-07
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	AB3	0.0	CN	0.0
CENTFERM-PWY	pyruvate fermentation to butanoate	AB3	3190.7455179935805	CN	0.00040475286329368754
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	AB3	0.0	CN	0.0
COA-PWY	coenzyme A biosynthesis I	AB3	67337.31254676367	CN	0.008541881483843045
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	AB3	43578.511359006574	CN	0.00552802696146258
CODH-PWY	reductive acetyl coenzyme A pathway	AB3	1513.4752347286394	CN	0.00019198755630179816
COLANSYN-PWY	colanic acid building blocks biosynthesis	AB3	30568.24455119877	CN	0.003877646912982127
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	AB3	55424.10084863992	CN	0.007030665212082339
CRNFORCAT-PWY	creatinine degradation I	AB3	17.1321093703004	CN	2.1732445545360014e-06
DAPLYSINESYN-PWY	L-lysine biosynthesis I	AB3	36728.78047454187	CN	0.004659124013031369
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	AB3	8.597014925373134	CN	1.0905496496666534e-06
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	AB3	51496.08693242625	CN	0.0065323882825437255
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	AB3	1.772128266469822	CN	2.2479824415090896e-07
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	AB3	63626.01753521624	CN	0.008071095808840046
ECASYN-PWY	enterobacterial common antigen biosynthesis	AB3	1.2465578263318895	CN	1.5812851467586163e-07
ENTBACSYN-PWY	enterobactin biosynthesis	AB3	7.089433327602139	CN	8.99309713762774e-07
FAO-PWY	fatty acid &beta;-oxidation I	AB3	1621.781877202583	CN	0.00020572648452651615
FASYN-ELONG-PWY	fatty acid elongation -- saturated	AB3	67317.33939530939	CN	0.008539347847050474
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	AB3	50295.78552291708	CN	0.006380127492839698
FERMENTATION-PWY	mixed acid fermentation	AB3	31204.766716008675	CN	0.0039583911049911194
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	AB3	58857.3666977578	CN	0.007466182295799101
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	AB3	5623.746927048604	CN	0.0007133842728370727
FUCCAT-PWY	fucose degradation	AB3	4169.6494358561295	CN	0.0005289289097411099
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	AB3	16488.08386042852	CN	0.002091548547228362
GALACTARDEG-PWY	D-galactarate degradation I	AB3	69.66182807585425	CN	8.836751228504375e-06
GALACTUROCAT-PWY	D-galacturonate degradation I	AB3	35733.99973210727	CN	0.004532933957579058
GALLATE-DEGRADATION-I-PWY	gallate degradation II	AB3	2.56	CN	3.2474145123407015e-07
GALLATE-DEGRADATION-II-PWY	gallate degradation I	AB3	2.56	CN	3.2474145123407015e-07
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	AB3	13145.328081092706	CN	0.001667512858594539
GLUCARDEG-PWY	D-glucarate degradation I	AB3	762.3539502328708	CN	9.670622193462834e-05
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	AB3	69.66182807585425	CN	8.836751228504375e-06
GLUCONEO-PWY	gluconeogenesis I	AB3	68125.05646506342	CN	0.008641808477292057
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	AB3	1199.0922670374275	CN	0.0001521074074067521
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	AB3	13797.161905149069	CN	0.0017501993671834126
GLUTORN-PWY	L-ornithine biosynthesis	AB3	30190.03561308953	CN	0.003829670303829279
GLYCOCAT-PWY	glycogen degradation I (bacterial)	AB3	60789.30415035644	CN	0.007711252675506263
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	AB3	48006.44868193741	CN	0.006089720239674323
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	AB3	83.98659489852815	CN	1.0653878402951557e-05
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	AB3	53492.3954805614	CN	0.0067856242727907514
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	AB3	18573.031907449244	CN	0.0023560286466569364
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	AB3	374.8616963712172	CN	4.7552004410802515e-05
GLYOXYLATE-BYPASS	glyoxylate cycle	AB3	97.20699706412918	CN	1.2330914569027854e-05
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	AB3	705.3884366155823	CN	8.94800252305766e-05
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	AB3	0.0	CN	0.0
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	AB3	8049.471454190884	CN	0.001021092594414519
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	AB3	8652.197724533107	CN	0.0010975497052457034
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	AB3	560.8243870410831	CN	7.114176770905436e-05
HISDEG-PWY	L-histidine degradation I	AB3	21416.900171468067	CN	0.0027167793916475567
HISTSYN-PWY	L-histidine biosynthesis	AB3	40724.80773315375	CN	0.005166028579880012
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	AB3	6875.4818218121145	CN	0.0008721695096674744
HSERMETANA-PWY	L-methionine biosynthesis III	AB3	6980.05249604449	CN	0.0008854345223654223
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	AB3	61104.42139253375	CN	0.0077512259686834265
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	AB3	4428.743904017138	CN	0.0005617955947400652
KETOGLUCONMET-PWY	ketogluconate metabolism	AB3	2.657517612057594	CN	3.371117679764389e-07
LACTOSECAT-PWY	lactose and galactose degradation I	AB3	1691.225675620194	CN	0.00021453557822860255
LEU-DEG2-PWY	L-leucine degradation I	AB3	912.9435749671188	CN	0.000115808836495954
LIPASYN-PWY	phospholipases	AB3	0.0	CN	0.0
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	AB3	0.0	CN	0.0
